symbol	base_avg	l2fc	l2fc_se	test_stat	pval	padj
KRBA2	110.76165176838241	-0.8539418371815188	0.09858149104769456	-8.662293784625092	4.623648997235127e-18	9.933317200335928e-18
RNF183	452.73574663881914	4.251992469989551	0.19562981081042458	21.73489026225125	9.601232749061342e-105	1.6961554602358318e-103
STRN3	1398.4488530311191	-0.1620589510574003	0.058367955408676425	-2.776505531549083	0.005494670006710216	0.006712665674482758
FLJ00418	136.03596848336304	-3.372866705921016	0.16116619105527344	-20.927879996644336	2.9847903466456355e-97	4.5621778651383124e-96
GPR84	51.02352620990425	2.5057849895695976	0.17897692869829715	14.00060336152946	1.5455300933812669e-44	6.76817583495446e-44
LRRC6	264.20582180836334	1.2416249241998187	0.15860791687626893	7.828265755286468	4.9464550467269865e-15	9.657111149549954e-15
DNPH1	1494.3085267905171	1.1356503867419048	0.09263915794495715	12.258859125389149	1.5060530835510615e-34	5.142917578555789e-34
FAM134A	4853.334741113989	0.35622974382219996	0.049070861336214765	7.259496453128264	3.885339808849262e-13	7.152888904307677e-13
C17orf51	609.2139182344256	-2.070227445414168	0.12007540578145685	-17.24106141420903	1.3061649454496717e-66	9.882298000539363e-66
COPG2	968.6449838516259	0.6656811262949429	0.07349099456789152	9.057995883835561	1.3286926816214992e-19	2.987911666169913e-19
NDNF	174.00449387708386	-1.1674087687153407	0.22184789947397598	-5.262203390175819	1.4233917811054892e-7	2.1481115525367566e-7
RCC1	2649.045906042578	2.0821666682317965	0.08795661974977337	23.672654476210262	6.8990110533397416e-124	1.846146866382639e-122
UBALD1	1340.6535456826289	-0.61098593515075	0.07594589609107003	-8.045015815180983	8.623428600447302e-16	1.7268748907054682e-15
TMEM64	1038.111904881376	-1.0410639087574256	0.11503128822785363	-9.050267321142133	1.4261876050285573e-19	3.205168056240941e-19
KCNE4	944.876494385923	-3.7593233819416922	0.17823807506355197	-21.09158427906765	9.502544575941698e-99	1.5017828069800542e-97
TMEM151B	15.446781099421962	0.24836210411256218	0.18889987788125423	1.3147817081633422	0.18858327668809646	0.206323728453967
SDR9C7	15.093134480626787	-1.4536173041812066	0.25031802411118187	-5.807082048296947	6.357098858158903e-9	1.0107514204151869e-8
CCL22	63.345932404692434	2.5613098249022226	0.26027792226052093	9.840672626618408	7.520633212975791e-23	1.8584425004497382e-22
ABCA12	92.04854359071003	5.828517773847391	0.2836381309993802	20.549133338705182	7.834944757300055e-94	1.1114104982931579e-92
GPR112	64.84719827001149	-8.305170842108517	0.4368123064170405	-19.013133833686613	1.3277816538944652e-80	1.415390278884094e-79
MAP3K8	680.9266279846239	-0.7828288738787381	0.11762537180847009	-6.655272258381651	2.8277610486911904e-11	4.896828167071133e-11
FAHD2B	715.887601944379	-1.108971312021824	0.10207474885960952	-10.864306054253136	1.7051457090576384e-27	4.8142637098401386e-27
GSTT2	340.7460642230578	-0.22323413562974156	0.18937560296502892	-1.1787903622990188	0.23848166296723708	0.25863905859373437
THAP6	486.2051439689854	-0.38666579103896914	0.05467849990509423	-7.0716239785309964	1.5313090277411737e-12	2.766634105786508e-12
AFP	4.472096756650101	0.4212505066609705	0.32246650211005157	1.3063388100919886	0.1914373645532335	0.20930746686087234
AL358333.1	6.445206142251491	-0.35567531748346004	0.20454793468477026	-1.7388360240918241	0.08206361004557958	0.09254024967722979
PAEP	109.91959111680677	-0.7514845430253133	0.4732731861959026	-1.5878451704936656	0.11232135438897226	0.1253750666100113
